,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
02-04-2020 05:24,b'RT @GulfportSchools: BOUNCE TV - Sparklight Channel 28  9:00 a.m. to 11:00 a.m. Monday through Friday.  Thanks to WLOX-TV and Mississippi G\xe2\x80\xa6',BOUNCE Sparklight Channel Monday through Friday Thanks WLOX Mississippi,0,0.066666667,,0,,,
01-04-2020 22:27,b'@BNFriendly1 Hi BN. Sparklight is doing a number of things for the communities we service to help support them duri\xe2\x80\xa6 https://t.co/gu0HkPajJ9',Sparklight doing number things communities service help support them duri https HkPajJ,-0.25,0.25,,-0.0625,,,
01-04-2020 19:24,b'@sparklightcares \nIs sparklight going to give customers a free month to help us thru #coronavirus outbreak and to s\xe2\x80\xa6 https://t.co/ocbZOn08MJ',sparklight going give customers free month help thru coronavirus outbreak https ocbZOn,0,0,,0,,,
01-04-2020 19:19,b'Sparklight sucks. Terrible customer service. Stupid employees.  \n\n#sparklight  #cableone #stupid',Sparklight sucks Terrible customer service Stupid employees sparklight cableone stupid,0,0,,0,,,
01-04-2020 18:36,b'RT @TedatACA: @ACAConnects member Sparklight Extends Unlimited Data Through May 12 https://t.co/Y6U5Jt5Jpr @sparklightcares https://t.co/2I\xe2\x80\xa6',member Sparklight Extends Unlimited Data Through https https,0,0,,0,,,
01-04-2020 18:27,b'There are a number of stories being published of companies rising up to the challenges and demands that our world i\xe2\x80\xa6 https://t.co/vkaRhhfrTS',There number stories being published companies rising challenges demands that world https vkaRhhfrTS,0,0,,0,,,
05-04-2020 10:25,b'Let us spread light not the disease \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb \n\n#stayhome #stayhealthy #staysafe #diya #candlelights\xe2\x80\xa6 https://t.co/QT7ctjbRto',spread light disease stayhome stayhealthy staysafe diya candlelights https ctjbRto,0,0,,0,,,
05-04-2020 01:23,"b'Even when you try to get away from cable television, you\xe2\x80\x99re still fucked when they don\xe2\x80\x99t enlist in certain networks\xe2\x80\xa6 https://t.co/FEYE1iWiEH'",Even when away from cable television still fucked when they enlist certain networks https FEYE iWiEH,0,0.75,,0,,,
05-04-2020 00:35,b'Sparklight is #NowHiring Seasonal Field Technicians to serve our customers in #FargoND and #MooreheadMN! Apply toda\xe2\x80\xa6 https://t.co/2JxkA0Io7Z',Sparklight NowHiring Seasonal Field Technicians serve customers FargoND MooreheadMN Apply toda https JxkA,0,0,,0,,,
04-04-2020 17:50,"b""RT @ArkansasPBS: We're working with providers in gap areas across #Arkansas to extend our coverage and have great news for #WestMemphis and\xe2\x80\xa6""",working with providers areas across Arkansas extend coverage have great news WestMemphis,0.4,0.8,,0.32,,,
04-04-2020 17:14,b'@Niko__thewolf Sparklight for life! xD',Sparklight life,0,0,,0,,,
04-04-2020 15:28,"b""RT @ArkansasPBS: We're working with providers in gap areas across #Arkansas to extend our coverage and have great news for #WestMemphis and\xe2\x80\xa6""",working with providers areas across Arkansas extend coverage have great news WestMemphis,0,0,,0,,,
04-04-2020 14:57,"b""We're working with providers in gap areas across #Arkansas to extend our coverage and have great news for\xe2\x80\xa6 https://t.co/FnOj0vVZxt""",working with providers areas across Arkansas extend coverage have great news https FnOj vVZxt,0,0,,0,,,
03-04-2020 23:59,b'Sparklight cable Formerly known as Cable One has to be the worst shit on earth. Hell all we have is internet and that sucks @sparklightcares',Sparklight cable Formerly known Cable worst shit earth Hell have internet that sucks,0,0,,0,,,
03-04-2020 22:53,"b""Hospital Director's Death Prompts Doctors and Nurses Killed by COVID-19 to Be Designated 'Martyrs' - news - Sparkli\xe2\x80\xa6 https://t.co/h80Nad7qmd""",Hospital Director Death Prompts Doctors Nurses Killed COVID Designated Martyrs news Sparkli https,0.4,0.7,,0.28,,,
03-04-2020 22:08,b'Via @dallaslibrary \nSome internet providers offering free internet to households with grade K-12 / college students\xe2\x80\xa6 https://t.co/nryqf5ur8E',nSome internet providers offering free internet households with grade college students https nryqf,0,0,,0,,,
03-04-2020 21:32,b'@ClaudetteDvorak Hi Claudette. We apologize for any inconvenience. The rate adjustments were communicated and in pl\xe2\x80\xa6 https://t.co/ROncdK0C0c',Claudette apologize inconvenience rate adjustments were communicated https ROncdK,0,0,,0,,,
03-04-2020 14:37,b'\xf0\x9f\x93\x8a Sparklight Extends Unlimited Data Through May 12 #cable https://t.co/HmyjMuRqH0 https://t.co/imttW54kfJ',Sparklight Extends Unlimited Data Through cable https HmyjMuRqH https imttW,0,0,,0,,,
03-04-2020 04:32,"b""RT @thebauminator: 'Evoca,' a new pay-TV service from Edge Networks, will be delivered over ATSC 3.0, compete with Cable One/Sparklight in\xe2\x80\xa6""",Evoca service from Edge Networks will delivered over ATSC compete with Cable Sparklight,0,0,,0,,,
02-04-2020 19:46,"b""RT @thebauminator: 'Evoca,' a new pay-TV service from Edge Networks, will be delivered over ATSC 3.0, compete with Cable One/Sparklight in\xe2\x80\xa6""",Evoca service from Edge Networks will delivered over ATSC compete with Cable Sparklight,0,0,,0,,,
02-04-2020 18:46,b'@sparklightcares I having issues to add a credit card as a new payment method. I submitted a ticket and it was dele\xe2\x80\xa6 https://t.co/LJpNlL4c7f',having issues credit card payment method submitted ticket dele https LJpNlL,0,0,,0,,,
06-04-2020 05:11,"b'\xe2\x80\x9cThis has been a real blow to the sense that #America was competent.\xe2\x80\x9d\n\nIgnored Warnings, Infighting Led to\xe2\x80\xa6 https://t.co/Z4wObuNp6C'",cThis been real blow sense that America competent nIgnored Warnings Infighting https wObuNp,0,0.75,,0,,,
06-04-2020 04:19,"b'@sparklight @sparklightcares In a time when people need you the most, why do you continue to fail us? This is getti\xe2\x80\xa6 https://t.co/nO8ReMfBt1'",cares time when people need most continue fail This getti https ReMfBt,0,0,,0,,,
05-04-2020 20:02,"b'We are #NowHiring Field Technicians to serve our customers in #EdinburghIN, #VandaliaIL, #BrazilIN and\xe2\x80\xa6 https://t.co/NB7DpMLI8m'",NowHiring Field Technicians serve customers EdinburghIN VandaliaIL BrazilIN https DpMLI,0,0,,0,,,
05-04-2020 16:34,b'SparkLight getting on my nerves!!!',SparkLight getting nerves,0,0,,0,,,
22-04-2020 03:26,b'Check out the channel list below!\nThe CW\nOver the Air (antenna) 7.2\nSuddenlink 15\nCable One/Sparklight 17\nDish Netw\xe2\x80\xa6 https://t.co/iiIsEySGFC',Check channel list below nThe nOver antenna nSuddenlink nCable Sparklight nDish Netw https iiIsEySGFC,0,0,,0,,,
22-04-2020 00:30,b'Schools and organizations serving students in communities served by Sparklight recently had the opportunity to win\xe2\x80\xa6 https://t.co/i1LAG8LqId',Schools organizations serving students communities served Sparklight recently opportunity https LqId,0,0,,0,,,
21-04-2020 17:00,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Blackfoot, Id\xe2\x80\xa6 https://t.co/Qx9GWttyzL'",Sparklight experiencing outage impacting Boise nTop impacted areas Blackfoot https GWttyzL,0.1,0,,0,,,
21-04-2020 15:50,b'Fuckin sparklight like wtf lmaoo',Fuckin sparklight like lmaoo,0.05,0.033333333,,0.001666667,,,
21-04-2020 14:59,b'..BULL..CHIT!....Editorial: The numbers are in: COVID-19 is worse than the flu and is now a leading cause of death\xe2\x80\xa6 https://t.co/tE7f85zeLG',BULL CHIT Editorial numbers COVID worse than leading cause death https zeLG,0,0,,0,,,
21-04-2020 08:30,b'@tomsbebby @ChinonsoEmejuru Jesus. Is it Sparklight estate?',Jesus Sparklight estate,-0.25,0.4,,-0.1,,,
21-04-2020 07:58,b'I love how Sparklight doesn\xe2\x80\x99t tweet out when/where service updates are happening so you are in the middle of someth\xe2\x80\xa6 https://t.co/1uoTwG9u3N',love Sparklight doesn tweet when where service updates happening middle someth https uoTwG,-0.081818182,0.55,,-0.045,,,
21-04-2020 07:56,"b'Hey @sparklightcares, Sparklight is experiencing an outage impacting me in Boise.\nTop impacted areas: Meridian, Kun\xe2\x80\xa6 https://t.co/kDQNTe4jgX'",Sparklight experiencing outage impacting Boise nTop impacted areas Meridian https kDQNTe,-1,1,,-1,,,
20-04-2020 17:18,"b""Fauci tells protesters no recovery if virus not 'under control' - news - Sparklight https://t.co/4viw4rXweN""",Fauci tells protesters recovery virus under control news Sparklight https rXweN,0.136363636,0.5,,0.068181818,,,
20-04-2020 17:17,b'Coronavirus vaccine researcher says people can get COVID-19 twice - news - Sparklight https://t.co/3NOGzmY9jk',Coronavirus vaccine researcher says people COVID twice news Sparklight https NOGzmY,0.8,1,,0.8,,,
20-04-2020 15:10,b'@DanielG0173 Hi Dan. We have been doing a number of things to support the communities we serve including: waiving d\xe2\x80\xa6 https://t.co/BcTCbAwqRR',have been doing number things support communities serve including waiving https BcTCbAwqRR,0,0,,0,,,
20-04-2020 14:50,b'@sparklightcares you\xe2\x80\x99d think #Sparklight internet would give their customers a discount w/ #COVID\xe3\x83\xbc19 and ppl out of\xe2\x80\xa6 https://t.co/RTMVOvOweg',think Sparklight internet would give their customers discount COVID https RTMVOvOweg,0.4,0.7,,0.28,,,
20-04-2020 06:16,"b'RT @yourboyjisoo: ""\xf0\x9d\x93\xab\xf0\x9d\x93\xbe\xf0\x9d\x93\xbd \xf0\x9d\x93\xbd\xf0\x9d\x93\xb1\xf0\x9d\x93\xaa\xf0\x9d\x93\xbd \xf0\x9d\x93\xad\xf0\x9d\x93\xb8\xf0\x9d\x93\xae\xf0\x9d\x93\xbc\xf0\x9d\x93\xb7\'\xf0\x9d\x93\xbd \xf0\x9d\x93\xb6\xf0\x9d\x93\xae\xf0\x9d\x93\xaa\xf0\x9d\x93\xb7 \xf0\x9d\x93\xbd\xf0\x9d\x93\xb1\xf0\x9d\x93\xae\xf0\x9d\x93\xbb\xf0\x9d\x93\xae\'\xf0\x9d\x93\xbc \xf0\x9d\x93\xb7\xf0\x9d\x93\xb8 \xf0\x9d\x93\xbd\xf0\x9d\x93\xb8\xf0\x9d\x93\xb6\xf0\x9d\x93\xb8\xf0\x9d\x93\xbb\xf0\x9d\x93\xbb\xf0\x9d\x93\xb8\xf0\x9d\x94\x80""\n\n\xf0\x9f\x92\x8chappy birthday to my sparklight, my harana, and everyone\'s favorite gentlem\xe2\x80\xa6'",chappy birthday sparklight harana everyone favorite gentlem,0,0,,0,,,
19-04-2020 21:44,"b'@zadidoll @chappysnacks Nope, Sparklight. My friend Nick, is the technical genius.'",Nope Sparklight friend Nick technical genius,0,0,,0,,,
19-04-2020 19:09,"b'@daaaaaanIMAL Nope, Sparklight.'",Nope Sparklight,0,0.75,,0,,,
19-04-2020 10:50,b'Sparklight',Sparklight,0,0,,0,,,
19-04-2020 00:26,b'@myleftunderboob @ReticentTurnip The cable company here is called sparklight. Formerly cableone. $80 per month. If\xe2\x80\xa6 https://t.co/eMBnN0UThc',cable company here called sparklight Formerly cableone month https eMBnN UThc,0,0,,0,,,
18-04-2020 02:47,"b""@badwebsites He can't bully his way, and apparently they didn't take well to his attempt at cheating his way there\xe2\x80\xa6 https://t.co/3hs6K7fLS0""",bully apparently they didn take well attempt cheating there https,0.1,0,,0,,,
17-04-2020 02:24,"b'RT @sparklightcares: Sparklight and its associated brands have donated $150,000 to the Meals on Wheels America COVID-19 Response Fund and $\xe2\x80\xa6'",Sparklight associated brands have donated Meals Wheels America COVID Response Fund,-0.125,0.375,,-0.046875,,,
17-04-2020 02:03,"b'Sparklight and its associated brands have donated $150,000 to the Meals on Wheels America COVID-19 Response Fund an\xe2\x80\xa6 https://t.co/T821ahGdjj'",Sparklight associated brands have donated Meals Wheels America COVID Response Fund https ahGdjj,0,0,,0,,,
16-04-2020 20:17,"b'Sparklight and its family of brands have donated $150,000 to the Meals on Wheels America COVID-19 Response Fund and\xe2\x80\xa6 https://t.co/fo5VikadsA'",Sparklight family brands have donated Meals Wheels America COVID Response Fund https VikadsA,0.065079365,0.412301587,,0.026832326,,,
15-04-2020 23:50,"b'Sparklight is donating $4,000 to Food Bank of Siouxland to help feed at-risk community members during the COVID-19\xe2\x80\xa6 https://t.co/kVMNtGAZkY'",Sparklight donating Food Bank Siouxland help feed risk community members during COVID https kVMNtGAZkY,0,0,,0,,,
15-04-2020 23:02,"b'RT @sparklightcares: To assist w/relief efforts, Sparklight and associated brands donated $150,000 to the Meals on Wheels America COVID-19\xe2\x80\xa6'",assist relief efforts Sparklight associated brands donated Meals Wheels America COVID,0,0,,0,,,
15-04-2020 22:58,"b'RT @sparklightcares: To assist w/relief efforts, Sparklight and associated brands donated $150,000 to the Meals on Wheels America COVID-19\xe2\x80\xa6'",assist relief efforts Sparklight associated brands donated Meals Wheels America COVID,0,0,,0,,,
15-04-2020 22:09,b'@itz_mizdee @Ask_Spectrum We had the same problem with centurylink and switched to sparklight. I\xe2\x80\x99m hoping they\xe2\x80\x99re so much better',same problem with centurylink switched sparklight hoping they much better,0.1,0.383333333,,0.038333333,,,
15-04-2020 22:08,b'@thejtlewis @HillaryClinton @WHO https://t.co/9mh9Qrgpk7 ...carry on',https Qrgpk carry,0,0,,0,,,
15-04-2020 19:35,b'starting a gofundme for a new wifi router for @Calum5SOS or just idk here\xe2\x80\x99s a link for why ur wifi may be \nbad https://t.co/qYJtTzmD4c',starting gofundme wifi router just here link wifi nbad https qYJtTzmD,0,0,,0,,,
15-04-2020 18:36,"b'Sparklight and its associated brands have donated $150,000 to the Meals on Wheels America COVID-19 Response Fund as\xe2\x80\xa6 https://t.co/izJMSyoOBH'",Sparklight associated brands have donated Meals Wheels America COVID Response Fund https izJMSyoOBH,0,0,,0,,,
15-04-2020 16:09,b'@Uncle_Saxx Hi Mr. Saxx. Thank you for reaching out. Sparklight is doing a number of things to support the communit\xe2\x80\xa6 https://t.co/BmwHtWRfq5',Saxx Thank reaching Sparklight doing number things support communit https BmwHtWRfq,0,0,,0,,,
15-04-2020 15:27,b'We Might Be Social Distancing Until 2022: Experts - news - Sparklight https://t.co/XHsUumcnCQ',Might Social Distancing Until Experts news Sparklight https XHsUumcnCQ,0,0,,0,,,
15-04-2020 15:19,"b'Antibody testing for COVID-19 is key to taming the pandemic, but doctors concerned about accuracy -  - Sparklight https://t.co/StpVwgPUKZ'",Antibody testing COVID taming pandemic doctors concerned about accuracy Sparklight https StpVwgPUKZ,0,0,,0,,,
15-04-2020 03:47,"b'Hope you are enjoying our commercial that has been on the air for a month now, several times a day during news, and\xe2\x80\xa6 https://t.co/eUNAK26zHu'",Hope enjoying commercial that been month several times during news https eUNAK,0,0,,0,,,
15-04-2020 02:09,"b'To assist w/relief efforts, Sparklight and associated brands donated $150,000 to the Meals on Wheels America COVID-\xe2\x80\xa6 https://t.co/laVMEp1Etj'",assist relief efforts Sparklight associated brands donated Meals Wheels America COVID https laVMEp,0,0,,0,,,
15-04-2020 01:15,b'@sgtmc50cal Hi there. We are currently waiving data overages for all customers through May 12th. You can learn more\xe2\x80\xa6 https://t.co/R4xB5KkuXC',there currently waiving data overages customers through learn more https KkuXC,0,0,,0,,,
14-04-2020 22:43,"b'Sparklight donates $4,000 to Community Enabler in #Anniston. Read more via @annistonstar. #sparklightcares https://t.co/a4zUQDTsSD'",Sparklight donates Community Enabler Anniston Read more sparklightcares https zUQDTsSD,0,0,,0,,,
22-04-2020 19:46,"b""It's not the just the satellites going up that should worry @Directv, @comcast, and small ISPs (espc ones w/ rural\xe2\x80\xa6 https://t.co/7Fxm2bKtAi""",just satellites going that should worry small ISPs espc ones rural https bKtAi,0,0,,0,,,
23-04-2020 03:58,b'@jenniferinidaho @CenturyLink Sparklight was a mess yesterday',Sparklight mess yesterday,0,0.5,,0,,,
22-04-2020 23:30,b'RT @sparklightcares: Congratulations to the winners of our annual #DreamBigger contest! Each of these schools and organizations serving K-1\xe2\x80\xa6',Congratulations winners annual DreamBigger contest Each these schools organizations serving,0,0,,0,,,
22-04-2020 23:24,b'Congratulations to the winners of our annual #DreamBigger contest! Each of these schools and organizations serving\xe2\x80\xa6 https://t.co/dFWdRNvL9t',Congratulations winners annual DreamBigger contest Each these schools organizations serving https dFWdRNvL,0,0,,0,,,
22-04-2020 16:03,b'RT @sparklightcares: Sparklight is proud to partner with the Arbor Day Foundation to plant trees on behalf of customers who switch to Paper\xe2\x80\xa6',Sparklight proud partner with Arbor Foundation plant trees behalf customers switch Paper,0,0,,0,,,
22-04-2020 15:39,"b'Visit https://t.co/RpwezoD602 to see the posts, and log in to the customer portal at https://t.co/nw0z8d7rZv to tur\xe2\x80\xa6 https://t.co/NYXg18yU5e'",Visit https RpwezoD posts customer portal https https NYXg,0,0,,0,,,
22-04-2020 15:38,b'Sparklight is proud to partner with the Arbor Day Foundation to plant trees on behalf of customers who switch to Pa\xe2\x80\xa6 https://t.co/mBAywnWrRo',Sparklight proud partner with Arbor Foundation plant trees behalf customers switch https mBAywnWrRo,0,0,,0,,,
22-04-2020 13:42,b'RT @TechECISD: Check out the channel list below!\nThe CW\nOver the Air (antenna) 7.2\nSuddenlink 15\nCable One/Sparklight 17\nDish Network 16\nGr\xe2\x80\xa6',Check channel list below nThe nOver antenna nSuddenlink nCable Sparklight nDish Network,0,0,,0,,,
26-04-2020 07:13,"b'TWIN FALLS\xe2\x80\x94 Sparklight has opened Wi-Fi hotspots in Twin Falls, Gooding and Jerome for public use during the corona\xe2\x80\xa6 https://t.co/rjeIF8IMOm'",TWIN FALLS Sparklight opened hotspots Twin Falls Gooding Jerome public during corona https rjeIF IMOm,0,0,,0,,,
25-04-2020 17:16,b'@UltimateLight9 We apologize for any inconvenience. Please contact our 24/7 Tech Support team via online chat at\xe2\x80\xa6 https://t.co/slAra7SxjM',apologize inconvenience Please contact Tech Support team online chat https slAra SxjM,0,0,,0,,,
25-04-2020 10:26,"b'Sparklight have been off since Wednesday, and here it is Saturday and still no service , the prices have gone up an\xe2\x80\xa6 https://t.co/jAwqaS3Aan'",Sparklight have been since Wednesday here Saturday still service prices have gone https jAwqaS,0,0,,0,,,
24-04-2020 20:20,"b'RT @TedatACA: @ACAConnects member Sparklight Awards $15,000 in \xe2\x80\x98Dream Bigger\xe2\x80\x99 Donations | https://t.co/vbsG4WO8ic @sparklightcares https://\xe2\x80\xa6'",member Sparklight Awards Dream Bigger Donations https vbsG https,0,0.5,,0,,,
24-04-2020 17:31,"b'In honor of Arbor Day, Sparklight is pleased to announce it has extended its partnership with the Arbor Day Foundat\xe2\x80\xa6 https://t.co/usckV32bPM'",honor Arbor Sparklight pleased announce extended partnership with Arbor Foundat https usckV,0,0,,0,,,
24-04-2020 15:06,"b'Sparklight Partners with Arbor Day Foundation to Plant 100,000 Trees https://t.co/Sakn3Q42Kp @sparklightcares https://t.co/ZNRSW9RY4z'",Sparklight Partners with Arbor Foundation Plant Trees https Sakn https ZNRSW,0.05,0.033333333,,0.001666667,,,
24-04-2020 09:56,b'@Cwitch0 Palatables and Ultimate....Remember the early Sunday morning whistles in New Male Hall leading to the Marc\xe2\x80\xa6 https://t.co/jrs6mWPhTZ',Palatables Ultimate Remember early Sunday morning whistles Male Hall leading Marc https mWPhTZ,0.05,0.033333333,,0.001666667,,,
24-04-2020 07:19,b'RT @KTVB: Sparklight announces free WiFi hotspots throughout Treasure Valley https://t.co/OpIo3F3EB8',Sparklight announces free WiFi hotspots throughout Treasure Valley https OpIo,0,0,,0,,,
24-04-2020 03:19,b'RT @KTVB: Sparklight announces free WiFi hotspots throughout Treasure Valley https://t.co/OpIo3F3EB8',Sparklight announces free WiFi hotspots throughout Treasure Valley https OpIo,-0.25,0.4,,-0.1,,,
24-04-2020 03:15,b'RT @KTVB: Sparklight announces free WiFi hotspots throughout Treasure Valley https://t.co/OpIo3F3EB8',Sparklight announces free WiFi hotspots throughout Treasure Valley https OpIo,-0.081818182,0.55,,-0.045,,,
24-04-2020 03:15,b'Sparklight announces free WiFi hotspots throughout Treasure Valley https://t.co/OpIo3F3EB8',Sparklight announces free WiFi hotspots throughout Treasure Valley https OpIo,-1,1,,-1,,,
26-04-2020 07:24,"b'@sparklightcares Already doing that via email, but not getting very far. I just want to know where this random $500\xe2\x80\xa6 https://t.co/pzrBYjxh7z'",Already doing that email getting very just want know where this random https pzrBYjxh,0.136363636,0.5,,0.068181818,,,
25-04-2020 22:56,"b'@sparklightcares still no service, but I did call and they are sending help. Thank u so much!!!'",still service call they sending help Thank much,0.8,1,,0.8,,,
25-04-2020 22:47,"b""@sparklightcares I don't get it. Called you directly. They don't take tickets online? Why have it setup?""",Called directly They take tickets online have setup,0,0,,0,,,
25-04-2020 20:59,b'@sparklightcares Ya they removed the second one too. Unacceptable.',they removed second Unacceptable,0.4,0.7,,0.28,,,
25-04-2020 14:43,b'@sparklightcares New ticket #218407 same issue',ticket same issue,0,0,,0,,,
25-04-2020 14:23,b'@sparklightcares ticket #218404 not showing up on browser refresh',ticket showing browser refresh,0,0,,0,,,
25-04-2020 14:18,b'@sparklightcares So my trouble ticket got removed without being closed. What gives?',trouble ticket removed without being closed What gives,0,0.75,,0,,,
24-04-2020 21:39,b'Really wish @sparklightcares could extend its coverage are to my house miss having internet.',Really wish could extend coverage house miss having internet,0,0,,0,,,
24-04-2020 14:07,b'A lot of people give @sparklightcares grief. But every time I\xe2\x80\x99ve had an issue they\xe2\x80\x99ve been top notch in their service.',people give grief every time issue they been notch their service,0.242857143,0.367857143,,0.089336735,,,
27-04-2020 08:26,b'I had an identity crisis when i was like 9 so i had like 100+ embarrassing users but here are some I remember: Awes\xe2\x80\xa6 https://t.co/5ai8WKDpej',identity crisis when like like embarrassing users here some remember Awes https WKDpej,0.2,0.2,,0.04,,,
27-04-2020 03:34,"b""@Bomb_beef Hi Jack. We appreciate your interest! When you're ready to learn more about our services, you can view o\xe2\x80\xa6 https://t.co/aLKccBn3hE""",Jack appreciate your interest When ready learn more about services view https aLKccBn,0,0,,0,,,
28-04-2020 03:04,b'@sparklightcares my cable box is messed up. DVR isn\xe2\x80\x99t working. Keeps freezing. Am I going to get a fee for your malfunctioning equipment?',cable messed working Keeps freezing going your malfunctioning equipment,0.05,0.033333333,,0.001666667,,,
28-04-2020 02:27,"b""@sparklightcares Internet problem I was having during the day is now extending into the evenings.  I can't work at\xe2\x80\xa6 https://t.co/SuqA8Jvd5h""",Internet problem having during extending into evenings work https SuqA,-0.155555556,0.288888889,,-0.044938272,,,
28-04-2020 00:46,"b""Really wanted @sparklightcares sparklight internet, but apparently it'll cost $800 to dig up my driveway for me to\xe2\x80\xa6 https://t.co/Q4kFd6B9Tv""",Really wanted sparklight internet apparently cost driveway https,0,0,,0,,,
27-04-2020 23:21,b'Check out this great ad that @sparklightcares built for us! (Thank you!)  #ThisIsYourDowntown #DowntownBoise https://t.co/3AIK0JKZZH',Check this great that built Thank ThisIsYourDowntown DowntownBoise https JKZZH,0,0,,0,,,
27-04-2020 20:01,"b'RT @TedatACA: @ACAConnects member Sparklight Awards $15,000 in \xe2\x80\x98Dream Bigger\xe2\x80\x99 Donations | https://t.co/vbsG4WO8ic @sparklightcares https://\xe2\x80\xa6'",member Sparklight Awards Dream Bigger Donations https vbsG https,0.05,0.033333333,,0.001666667,,,
27-04-2020 20:01,"b""RT @TedatACA: @ACAConnects member Sparklight announces free WiFi hotspots throughout western Idaho's Treasure Valley: WiFi hotspots can be\xe2\x80\xa6""",member Sparklight announces free WiFi hotspots throughout western Idaho Treasure Valley WiFi hotspots,0,0,,0,,,
27-04-2020 16:26,b'@sparklightcares I\xe2\x80\x99ll be in touch!',touch,0,0,,0,,,
27-04-2020 13:20,"b""RT @TedatACA: @ACAConnects member Sparklight announces free WiFi hotspots throughout western Idaho's Treasure Valley: WiFi hotspots can be\xe2\x80\xa6""",member Sparklight announces free WiFi hotspots throughout western Idaho Treasure Valley WiFi hotspots,0.05,0.033333333,,0.001666667,,,
27-04-2020 01:33,b'@the_SKOL_train @Treestand_tweet @centurylinkmn @CenturyLinkHelp @sparklightcares That\xe2\x80\x99s fine! They can be assholes\xe2\x80\xa6 https://t.co/g7JxmJe5wJ',That fine They assholes https JxmJe,-0.105555556,0.322222222,,-0.034012346,,,
27-04-2020 01:02,b'@ReaganLincoln08 @Treestand_tweet @centurylinkmn @CenturyLinkHelp Be careful. We have @sparklightcares for cable an\xe2\x80\xa6 https://t.co/IFuv1G1qND',careful have cable https IFuv,0,0,,0,,,
08-03-2020 13:16,"b'RT @evankirstel: As the #coronavirus forces more people to work from home, global #Internet speeds and connections are expected to take a h\xe2\x80\xa6'",coronavirus forces more people work from home global Internet speeds connections expected take,0,0,,0,,,
08-03-2020 13:13,"b'Check out the 127 latest openings at Cellular Sales (@JoinCellular), CenturyLink, Harbor Freight Tools (@hftjobs ), and more.'",Check latest openings Cellular Sales CenturyLink Harbor Freight Tools more,0,0,,0,,,
08-03-2020 13:07,"b'CenturyLink is hiring in #Monroe, LA! Click the link in our bio to apply: Sr Software Developer #IT'",CenturyLink hiring Monroe Click link apply Software Developer,0.05,0.033333333,,0.001666667,,,
08-03-2020 13:05,"b'Now hiring for 169 job opportunities at MSC (@MSCJobs), CenturyLink, Qualtrics (@QualtricsLife), and more.'",hiring opportunities CenturyLink Qualtrics more,0,0,,0,,,
08-03-2020 13:00,"b'CenturyLink Center joins ASM Global, a family of over 300 of the world\xe2\x80\x99s most prestigious venues, to celebrate Inte\xe2\x80\xa6 https://t.co/n5GVoZXoWI'",CenturyLink Center joins Global family over world most prestigious venues celebrate Inte https GVoZXoWI,0.8,1,,0.8,,,
08-03-2020 12:55,"b""$CTL's Aroon indicator drops into Downtrend on February 19, 2020. View odds for this and other indicators:\xe2\x80\xa6 https://t.co/K1Lh4PGZgA""",Aroon indicator drops into Downtrend February View odds this other indicators https PGZgA,-0.022222222,0.488888889,,-0.010864198,,,
08-03-2020 12:52,"b'RT @evankirstel: As the #coronavirus forces more people to work from home, global #Internet speeds and connections are expected to take a h\xe2\x80\xa6'",coronavirus forces more people work from home global Internet speeds connections expected take,-0.6,0.8,,-0.48,,,
08-03-2020 12:46,b'We had such a great night seeing Johnnyswim &amp; Lauren Daigle! @ CenturyLink Center https://t.co/fBEQ9IdcrE',such great night seeing Johnnyswim Lauren Daigle CenturyLink Center https fBEQ IdcrE,0,0.5,,0,,,
08-03-2020 12:43,"b'Looking to join CenturyLink, Applied Industrial Technologies (@Applied_Indjobs), or US Foods? View 191 openings fro\xe2\x80\xa6 https://t.co/ZEtHFodOJm'",Looking join CenturyLink Applied Industrial Technologies Foods View openings https ZEtHFodOJm,0.2,0.494444444,,0.098888889,,,
08-03-2020 12:37,b'@SoundersFC @MLS @CenturyLink_Fld Go Sounders \xe2\x9c\x8c\xef\xb8\x8f\xe2\x9c\x8a\xf0\x9f\x92\x9d',Sounders,0,0,,0,,,
08-03-2020 12:31,"b'RT @mainpopgirI: Highest Single-Night Female Tour Grosses of the Decade:\n1. @taylorswift13, reputation ST, NRG Stadium \xe2\x80\x94 $9,530,275\n2. @tay\xe2\x80\xa6'",Highest Single Night Female Tour Grosses Decade reputation Stadium,0,0,,0,,,
08-03-2020 12:29,"b'RT @evankirstel: As the #coronavirus forces more people to work from home, global #Internet speeds and connections are expected to take a h\xe2\x80\xa6'",coronavirus forces more people work from home global Internet speeds connections expected take,0.05,0.2,,0.01,,,
08-03-2020 12:23,"b'RT @evankirstel: As the #coronavirus forces more people to work from home, global #Internet speeds and connections are expected to take a h\xe2\x80\xa6'",coronavirus forces more people work from home global Internet speeds connections expected take,0.225,0.6,,0.135,,,
08-03-2020 12:22,"b'RT @evankirstel: As the #coronavirus forces more people to work from home, global #Internet speeds and connections are expected to take a h\xe2\x80\xa6'",coronavirus forces more people work from home global Internet speeds connections expected take,0.242857143,0.367857143,,0.089336735,,,
