,Tweets,clean_tweet,polarity,subjectivity,,Product,,,
06-03-2020 23:34,"b""@USCellularCares hello u.s. cellular and thank you for contacting us we'd like to know how much you would charge fo\xe2\x80\xa6 https://t.co/SUzGlOi9tY""",hello cellular thank contacting like know much would charge https SUzGlOi,0,0,,0,,,
06-03-2020 23:33,b'wow this is about the coolest I get a answer from u.s. cellular asking me to come be one of their customers wow I t\xe2\x80\xa6 https://t.co/BEiiUUsMJE',this about coolest answer from cellular asking come their customers https BEiiUUsMJE,0,0,,0,,,
06-03-2020 22:54,b'@USCellularCares @USCellular I\xe2\x80\x99ve spoke with every1 I know &amp; no 1 has helped. I\xe2\x80\x99ve had phone to Apple n Knoxville T\xe2\x80\xa6 https://t.co/DKFwpzVt0h',spoke with every know helped phone Apple Knoxville https DKFwpzVt,0,0,,0,,,
06-03-2020 21:55,b'That doesn\xe2\x80\x99t mean a thing. I have the worst phone I\xe2\x80\x99ve ever had &amp; I\xe2\x80\x99ve had iPhones since the 1st 1 came out &amp; they\xe2\x80\x99\xe2\x80\xa6 https://t.co/pBGCQ3Yu6Z',That doesn mean thing have worst phone ever iPhones since came they https pBGCQ,0.285714286,0.535714286,,0.153061224,,,
06-03-2020 20:48,"b""OVERTIME ALERT: NCAA Women's Basketball (I) - UNC-Greensboro and Mercer are tied up at 67 about to begin Overtime a\xe2\x80\xa6 https://t.co/4XOEbmxnLM""",OVERTIME ALERT NCAA Women Basketball Greensboro Mercer tied about begin Overtime https XOEbmxnLM,0,0,,0,,,
07-03-2020 12:42,"b'Wow. Joe Gomez can sprint while being in the mid air. Thats some serious violation of Conservation of Momentum i.e., physics.'",Gomez sprint while being Thats some serious violation Conservation Momentum physics,0,0,,0,,,
07-03-2020 12:41,"b'RT @Lmax97: If Halo Infinite has sprint or any ""advanced movement"" I will quit video games forever.\n\nWe haven\'t had a good Halo in 12-13 ye\xe2\x80\xa6'",Halo Infinite sprint advanced movement will quit video games forever haven good Halo,0,0,,0,,,
07-03-2020 12:41,b'@TOSOTC_CFC @MiceleLeita @elizabethhhh_28 @MedianoEra @SonOfChelsea @WorldWideCheIs @Aurileus13 @ItsChelseaBro1\xe2\x80\xa6 https://t.co/XDaokl53Ht',https XDaokl,0.5,0.5,,0.25,,,
07-03-2020 12:40,b'Sprint Expands SD-WAN Infrastructure with Help from VMware SD-WAN https://t.co/lJ7itSNUrb',Sprint Expands Infrastructure with Help from VMware https itSNUrb,0,0,,0,,,
07-03-2020 12:40,b'Prepare for a 20-minute sprint in 10 minutes (at :50). #amwritingfantasy #writers',Prepare minute sprint minutes amwritingfantasy writers,0.2,0.2,,0.04,,,
07-03-2020 12:40,b'@Better_thn_u @maxin_dsouza1 Twitter is not happy with your multitasking sprint \xf0\x9f\x98\x82',Twitter happy with your multitasking sprint,0,0,,0,,,
07-03-2020 12:40,"b""Stop! Way to go! Anyone's fingers cramping?\n\nComment with your sprint word count and team name (Blue, Red, Green, o\xe2\x80\xa6 https://t.co/d2l4AcaARy""",Stop Anyone fingers cramping nComment with your sprint word count team name Blue Green https AcaARy,0,0,,0,,,
07-03-2020 12:39,b'RT @srocf: America Runs on Dunkin! Welcome to the Sandy Sprint! #drinkcoffeebeawesome #fueledbypositiveenergy @dunkindonuts https://t.co/x9\xe2\x80\xa6',America Runs Dunkin Welcome Sandy Sprint drinkcoffeebeawesome fueledbypositiveenergy https,0,0,,0,,,
07-03-2020 12:39,b'RT @srocf: What a great milestone to surpass! Thanks to everyone fundraising for the Sandy Sprint. It\xe2\x80\x99s not too late to join in. https://t.\xe2\x80\xa6',What great milestone surpass Thanks everyone fundraising Sandy Sprint late join https,0,0,,0,,,
07-03-2020 12:38,"b'RT @RPGreyhounds: Coral Golden Sprint semi 3 - 1st T5 Badminton Donal, 2nd T1 Tiffield Blueboy\n\nWatch the action live and for free on Sky C\xe2\x80\xa6'",Coral Golden Sprint semi Badminton Donal Tiffield Blueboy nWatch action live free,0,0,,0,,,
07-03-2020 12:38,"b'@brainbootcamp @RespectableLaw Biden has consistently taken the politically expedient, not principled, position on\xe2\x80\xa6 https://t.co/3DMeZhZqsO'",Biden consistently taken politically expedient principled position https DMeZhZqsO,-0.65625,0.84375,,-0.553710938,,,
07-03-2020 12:38,b'RT @tobiastjones: Happy #EmployeeAppreciationDay to the hardest working group at HQ. You are energy that pushes us all foward!!! #PartnerUp\xe2\x80\xa6',Happy EmployeeAppreciationDay hardest working group energy that pushes foward PartnerUp,0,0,,0,,,
07-03-2020 12:37,b'RT @Pancakerobot: Why is it that things like a visit to the dentist or dealing with a car dealership are less stressful than dealing with c\xe2\x80\xa6',that things like visit dentist dealing with dealership less stressful than dealing with,0,0,,0,,,
07-03-2020 12:37,b'Proud to announce @Sprint is partnering with Cumulus Broadcasting to provide relief to victims of the tornadoes. Va\xe2\x80\xa6 https://t.co/YOhUn1qG88',Proud announce partnering with Cumulus Broadcasting provide relief victims tornadoes https YOhUn,0,0,,0,,,
07-03-2020 12:37,b'RT @nokia: .@sprint deploys #5G in some of the largest cities in the U.S. using Nokia innovations to bring blazing fast network speeds to a\xe2\x80\xa6',deploys some largest cities using Nokia innovations bring blazing fast network speeds,-0.333333333,0.666666667,,-0.222222222,,,
07-03-2020 13:51,"b'@TNevitt1996 @BelfastBruin03 @championshockey @ClanIHC @frolunda_hc @lausannehc As they say, it\xe2\x80\x99s a marathon, not a sprint'",they marathon sprint,0,0,,0,,,
07-03-2020 13:51,b'shit as long as u dont go to sprint\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/L3Sj2CChmS',shit long dont sprint https CChmS,0.55,0.6,,0.33,,,
07-03-2020 13:51,b'RT @PapSkiro_Gh: QUICK SALE\n\nMORE REDUCTION SALES \n\nIPHONE XS MAX 64GIG LOCKED TO SPRINT 93 PERCENT BATTERY HEALTH GOING FOR COOL 2600 GHC\xe2\x80\xa6',QUICK SALE nMORE REDUCTION SALES nIPHONE LOCKED SPRINT PERCENT BATTERY HEALTH GOING COOL,0,0,,0,,,
07-03-2020 13:51,b'RT @joebarnard: Sprite just vibin before the Sprint launch last week https://t.co/XBXRlahNuK',Sprite just vibin before Sprint launch last week https XBXRlahNuK,0,0,,0,,,
07-03-2020 13:51,"b'T-MOBILE &amp; Sprint Merger Update: early vote denied, California consumers... https://t.co/daf5J4450e via @YouTube'",MOBILE Sprint Merger Update early vote denied California consumers https,0,0,,0,,,
07-03-2020 13:50,b'RT @energy_standard: A sprint specialist who will be especially valuable in the 2020/2021 season with some exciting changes to the iswimlea\xe2\x80\xa6',sprint specialist will especially valuable season with some exciting changes iswimlea,0,0,,0,,,
07-03-2020 13:50,b'One is walking through an airport and *ahem cough cough* people sprint in all directions. Now that is how I will no\xe2\x80\xa6 https://t.co/t2kvaNuvJb',walking through airport ahem cough cough people sprint directions that will https kvaNuvJb,0,0,,0,,,
07-03-2020 13:50,"b'Bike skills, run drills then a descending sprint session in the pool! #coaching #triathlonCoach #triathlontraining\xe2\x80\xa6 https://t.co/yt8AhKXwK8'",Bike skills drills then descending sprint session pool coaching triathlonCoach triathlontraining https AhKXwK,0,0,,0,,,
07-03-2020 13:49,b'sprint \xe2\x98\x86\xe2\x98\x86\xe2\x98\x86 https://t.co/GYbUdB9HF4',sprint https GYbUdB,0,0,,0,,,
07-03-2020 13:49,b'RT @iNPUTmice: Update from the OMEMO sprint: We have a rough consensus on the color of the bike shed.',Update from OMEMO sprint have rough consensus color bike shed,0.8,1,,0.8,,,
07-03-2020 13:49,b'@MyLifeAsAuburn It\xe2\x80\x99s the same phone. I work for sprint. It just has an extra camera',same phone work sprint just extra camera,0,0,,0,,,
07-03-2020 13:49,b'RT @DRFHersh: Wildman Jack just ran the fastest 1200m turf ever @MeydanRacing 1:07.61 crushing course record in Nad al Sheba Sprint. Time w\xe2\x80\xa6',Wildman Jack just fastest turf ever crushing course record Sheba Sprint Time,-0.1,0.2,,-0.02,,,
07-03-2020 13:48,"b'RT @JaneEspenson: If this is not a convenient time for you to have a WRITING SPRINT, you can time-shift this sprint. OR declare one of your\xe2\x80\xa6'",this convenient time have WRITING SPRINT time shift this sprint declare your,0,0,,0,,,
07-03-2020 13:48,"b'RT @DubaiRacingTV: New track record for G3 Nad Al Sheba Turf Sprint winner Wildman Jack, trained by \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 based @DougONeill1! https://t.co/6hj\xe2\x80\xa6'",track record Sheba Turf Sprint winner Wildman Jack trained based https,0.8,0.9,,0.72,,,
07-03-2020 13:47,b'RT @nokia: .@sprint deploys #5G in some of the largest cities in the U.S. using Nokia innovations to bring blazing fast network speeds to a\xe2\x80\xa6',deploys some largest cities using Nokia innovations bring blazing fast network speeds,0,0,,0,,,
08-03-2020 10:17,b'RT @nokia: .@sprint deploys #5G in some of the largest cities in the U.S. using Nokia innovations to bring blazing fast network speeds to a\xe2\x80\xa6',deploys some largest cities using Nokia innovations bring blazing fast network speeds,0.233333333,0.516666667,,0.120555556,,,
08-03-2020 10:08,b'@sprint is trying to make me promise to pay my bill before it is due because in an effort to correct overcharges on\xe2\x80\xa6 https://t.co/hn6VY64wv6',trying make promise bill before because effort correct overcharges https,0,0,,0,,,
08-03-2020 09:59,b'@sprint WHY ARE YALL SO TRASH?????',YALL TRASH,0.234090909,0.475,,0.111193182,,,
08-03-2020 09:10,b'I finally left @sprint \xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe\xf0\x9f\x96\x95\xf0\x9f\x8f\xbe',finally left,0,0,,0,,,
08-03-2020 08:29,b'@marvin_hill123 @ruxcytbl @Julie82902847 @8BrianVogel4 @PPPTCE @thomascarolan12 @Larry007Legend @xXGeJaMoXx\xe2\x80\xa6 https://t.co/yljv3iOF0c',https yljv,0.125,0.175,,0.021875,,,
08-03-2020 08:04,b'@SallyAlbright @sprint Sprint is the worst.   I can\xe2\x80\x99t wait to ditch them in 3 months.',Sprint worst wait ditch them months,0,0,,0,,,
08-03-2020 07:53,"b'Sprint ""Awkward Moments"" TV Commercial https://t.co/qjAuRvZzwm via @YouTube @sprint @sprintbusiness YouTube show'",Sprint Awkward Moments Commercial https qjAuRvZzwm business YouTube show,0.8,1,,0.8,,,
08-03-2020 07:47,b'RT @ItsQuills: Sprint busts heads. Fuck y\xe2\x80\x99all! \xf0\x9f\x96\x95\xf0\x9f\x8f\xbe @sprint',Sprint busts heads Fuck,0,0,,0,,,
08-03-2020 07:33,b'RT @JamesLeeWC: Alan\xe2\x80\x99s #DreamTeam #SprintFam crew is rocking every customer interaction! This team just got some \xe2\x80\x9ctacklin\xe2\x80\x99 fuel\xe2\x80\x9d and Sprint\xe2\x80\xa6',Alan DreamTeam SprintFam crew rocking every customer interaction This team just some ctacklin fuel Sprint,-0.166666667,0.066666667,,-0.011111111,,,
08-03-2020 07:31,b'RT @kkwestisbest: 20 lines on their way to @sprint in Phoenix!  A great move! https://t.co/5bTOc8owFc',lines their Phoenix great move https bTOc owFc,0,0,,0,,,
08-03-2020 06:34,b'RT @SellWithLG: Looking for a #5G capable device @sprint? The LG V50 ThinQ is only $12.50 mo for new lines and upgrades on Sprint lease. #5\xe2\x80\xa6',Looking capable device ThinQ only lines upgrades Sprint lease,0.8,1,,0.8,,,
08-03-2020 06:31,b'@sprint @sprintcare they charged\nMe $600 for a \xe2\x80\x9cfree\xe2\x80\x9d iPhone when you trade one in. I get 3g signals and pay for 4G\xe2\x80\xa6 https://t.co/f8VmaYV6F7',care they charged cfree iPhone when trade signals https VmaYV,0,0,,0,,,
08-03-2020 06:30,"b'RT @sprint: At Sprint, you get more savings, and now with Sprint Perks YOUR JOB gets you more. Get Premium features at no extra cost. That\xe2\x80\x99\xe2\x80\xa6'",Sprint more savings with Sprint Perks YOUR gets more Premium features extra cost That,0.2,0.6,,0.12,,,
08-03-2020 06:25,b'@MichelCombes @sprint Sprint? No good cheating.',Sprint good cheating,0,0,,0,,,
08-03-2020 06:23,b'@sprint Stupid company with stupid people! Crooks! Blackmailers taking my money and not providing service and myste\xe2\x80\xa6 https://t.co/91a0lnVTMz',Stupid company with stupid people Crooks Blackmailers taking money providing service myste https lnVTMz,0,0,,0,,,
15-03-2020 12:00,b'@MichelCombes @sprintnews @sprint @FCC @ajitpai Your customer service is not considerate in people who have been st\xe2\x80\xa6 https://t.co/O9KKBOemqB',Your customer service considerate people have been https KKBOemqB,-0.125,0.6,,-0.075,,,
15-03-2020 11:53,"b""RT @TMobile: We're doing more to keep everyone connected!\n \nWe're working with other companies &amp; @FCC to increase network capacity for our\xe2\x80\xa6""",doing more keep everyone connected working with other companies increase network capacity,0,0,,0,,,
15-03-2020 11:53,"b'RT @NevilleRay: Network reliability is crucial now as people rely on us more than ever for work, school and family. For the next 60 days @T\xe2\x80\xa6'",Network reliability crucial people rely more than ever work school family next days,0.341666667,0.575,,0.196458333,,,
15-03-2020 11:47,b'@TMobile @FCC @sprint I don\xe2\x80\x99t see increased service in fact I\xe2\x80\x99m getting more dropped calls then ever.',increased service fact getting more dropped calls then ever,0,0,,0,,,
15-03-2020 11:40,b'@CoxHelp Thank you for reaching out to Team @Sprint about this situation. To follow up with you about this please r\xe2\x80\xa6 https://t.co/SfxXbroQF1',Thank reaching Team about this situation follow with about this please https SfxXbroQF,0,0.066666667,,0,,,
15-03-2020 11:33,b'RT @TMobileNews: .@TMobile to Increase Network Capacity for Customers; Expand Roaming for @sprint Customers. More info: https://t.co/CE6rwY\xe2\x80\xa6',Increase Network Capacity Customers Expand Roaming Customers More info https,0,0,,0,,,
15-03-2020 11:30,"b'RT @NevilleRay: Network reliability is crucial now as people rely on us more than ever for work, school and family. For the next 60 days @T\xe2\x80\xa6'",Network reliability crucial people rely more than ever work school family next days,0.1,0.3,,0.03,,,
15-03-2020 11:10,b'RT @MichelCombes: More support on the way for @Sprint customers coping with this new reality of #COVID19 - expanded roaming on the T-Mobile\xe2\x80\xa6',More support customers coping with this reality COVID expanded roaming Mobile,0,0,,0,,,
15-03-2020 11:08,"b'@sprintnews @sprint None of which means anything to me.  Sounds good, Great speech but until I see my lowly 4g serv\xe2\x80\xa6 https://t.co/W4yxMh0BqK'",None which means anything Sounds good Great speech until lowly serv https yxMh,0.15,0.9,,0.135,,,
15-03-2020 10:52,b'Yo @sprint @sprintcare giving us 60 days of free roaming but we\xe2\x80\x99re on lock down so what is free roaming going to do\xe2\x80\xa6 https://t.co/kjh5pcTawJ',care giving days free roaming lock down what free roaming going https pcTawJ,0,0,,0,,,
15-03-2020 10:49,b'@MichelCombes @sprint What about Sprint customers should any late fees be waived during this time to help ease some financial burdens.',What about Sprint customers should late fees waived during this time help ease some financial burdens,0,0,,0,,,
15-03-2020 10:33,"b""@sprintcare @sprint I have DM'ed a screenshot of my IMEI number. Please unlock my phone.""",have screenshot IMEI number Please unlock phone,0,0,,0,,,
15-03-2020 10:31,b'@yvettetoast @sprint Metro pcs sucks too tho \xf0\x9f\x98\x82',Metro sucks,0,0,,0,,,
15-03-2020 10:27,"b""RT @TMobile: We're doing more to keep everyone connected!\n \nWe're working with other companies &amp; @FCC to increase network capacity for our\xe2\x80\xa6""",doing more keep everyone connected working with other companies increase network capacity,0,0,,0,,,
15-03-2020 09:51,b'@Techlife32 @SprintCTO @sprint @TMobile I doubt it. The extended roaming towers are capped at 5mbps down and 5mbps up.',doubt extended roaming towers capped mbps down mbps,0,0,,0,,,
16-03-2020 10:52,b'@sprint does this include boost mobile',does this include boost mobile,0,0,,0,,,
16-03-2020 10:20,b'@TMobile @FCC @sprint Are you guys gona disconnect people that cant make payments due to coronavirus?',guys gona disconnect people that cant make payments coronavirus,-0.1,0.4,,-0.04,,,
16-03-2020 10:07,b'@EOSDED @TMobile @sprint @verizon Verizon replied to this lmao. I love my phone company. They are so heat',Verizon replied this lmao love phone company They heat,0,0,,0,,,
16-03-2020 09:21,b'So @USCellular is waiving any and all charges for the next 60days for their current subscribers. As is @TMobile .\xe2\x80\xa6 https://t.co/p3WSCXQsZY',waiving charges next days their current subscribers https WSCXQsZY,0,0.1125,,0,,,
16-03-2020 09:10,"b'@sprint my service was suspended this morning, I\xe2\x80\x99m being charged a reconnection fee and the agent pushed back on re\xe2\x80\xa6 https://t.co/A1mCtahNRI'",service suspended this morning being charged reconnection agent pushed back https mCtahNRI,0,0,,0,,,
16-03-2020 08:28,"b'RT @MikeArnold_: How long are we estimating this downturn to last? If you have an estimate, are you preparing for how different the flow of\xe2\x80\xa6'",long estimating this downturn last have estimate preparing different flow,0.4,0.9,,0.36,,,
16-03-2020 08:08,b'@marcusy_ @sprint hey this isnt loading can u speed up ur lte please',this isnt loading speed please,0,0,,0,,,
16-03-2020 08:04,"b'RT @JessePagan_: All four major U.S. phone carriers (@ATT, @sprint, @TMobile, @verizon) have signed the ""Keep Americans Connected Pledge,""\xe2\x80\xa6'",four major phone carriers have signed Keep Americans Connected Pledge,0,0,,0,,,
16-03-2020 08:03,b'RT @Lairdepenache: @jennfranconews Great! Now @ATT @verizon @TMobile @sprint  setup hotspot donations to families of children out of school\xe2\x80\xa6',Great setup hotspot donations families children school,0,0,,0,,,
16-03-2020 07:49,"b'@sprint I\xe2\x80\x99m not able to go to my serving job for 2-8 weeks. I need the money I have for food and necessities, and G\xe2\x80\xa6 https://t.co/SUHWqSrsnY'",able serving weeks need money have food necessities https SUHWqSrsnY,0,0,,0,,,
16-03-2020 07:45,b'@MichelCombes @sprint Are you throttling speed after folks with hotspots have reached their data limit?',throttling speed after folks with hotspots have reached their data limit,0,0,,0,,,
16-03-2020 07:35,b'RT @jt_jtl: @MaryJoe38642126 @hanwooabi @HomeDepot @Lowes @PCRichardandSon  @ATT @Verizon @Sprint @Tmobile\nBOYCOTT SKorean: Samsung LG @Kia\xe2\x80\xa6',nBOYCOTT SKorean Samsung,0.2,0.6,,0.12,,,
16-03-2020 07:34,b'RT @jt_jtl: @MaryJoe38642126 @HyunheeJeon @dudehowru @HomeDepot @Lowes @PCRichardandSon  @ATT @Verizon @Sprint @Tmobile\nBOYCOTT SKorean: Sa\xe2\x80\xa6',nBOYCOTT SKorean,0.2,0.6,,0.12,,,
16-03-2020 07:34,b'RT @jt_jtl: @MaryJoe38642126 @TheBlueHouseENG @TheBlueHouseKR @DrPyo @dudehowru @moonriver365 @HomeDepot\n@Lowes\n@PCRichardandSon \n@ATT\n@Ver\xe2\x80\xa6',,0,0,,0,,,
16-03-2020 07:18,b'RT @sprintnews: New #COVID19 announcement: @Sprint customers to get expanded roaming access on the T-Mobile network for next 60 days. [Merg\xe2\x80\xa6',COVID announcement customers expanded roaming access Mobile network next days Merg,0,0,,0,,,
17-03-2020 03:27,"b'RT @AuroraCarterr: If you have T-Mobile, Sprint, Metro PCS, Boost Mobile... call them! They\xe2\x80\x99re covering phone bills for the next two months\xe2\x80\xa6'",have Mobile Sprint Metro Boost Mobile call them They covering phone bills next months,0,0,,0,,,
17-03-2020 03:27,"b'@RoyKrishna21 @IndSuperLeague @ATKFC Your Sprint , deserve it'",Your Sprint deserve,0,0,,0,,,
17-03-2020 03:27,b'RT @LlKESWIFT: confessions of a teenage drama queen walked so lady bird could SPRINT',confessions teenage drama queen walked lady bird could SPRINT,0,0,,0,,,
17-03-2020 03:27,"b""RT @BTC_Macro: If we ever go below $4k again, I'm buying.\n\nBelow $3k, I'm buying.\n\nBelow $2k, I'm buying.\n\nBelow $1k, I'm buying.\n\nI'm not\xe2\x80\xa6""",ever below again buying nBelow buying nBelow buying nBelow buying,0,0,,0,,,
17-03-2020 03:26,b'@sprint yo fix your fucking service i\xe2\x80\x99m sick of having to contact your company everyday because i\xe2\x80\x99m not getting wha\xe2\x80\xa6 https://t.co/U57KzwD9Nx',your fucking service sick having contact your company everyday because getting https KzwD,0,0,,0,,,
17-03-2020 03:25,"b'RT @AuroraCarterr: If you have T-Mobile, Sprint, Metro PCS, Boost Mobile... call them! They\xe2\x80\x99re covering phone bills for the next two months\xe2\x80\xa6'",have Mobile Sprint Metro Boost Mobile call them They covering phone bills next months,0,0,,0,,,
17-03-2020 03:25,"b""RT @aaronecarroll: Don't let horse race reporting confuse you. Know what to expect. Prepare for it. Know that these actions are part of a m\xe2\x80\xa6""",horse race reporting confuse Know what expect Prepare Know that these actions part,0,0,,0,,,
17-03-2020 03:25,b'First challenge: Gina is sent to sprint around the supermarket to find soap. She can\xe2\x80\x99t find any.\n\nI guess it\xe2\x80\x99s not\xe2\x80\xa6 https://t.co/PMfUBwX1P0',First challenge Gina sent sprint around supermarket find soap find guess https PMfUBwX,-1,1,,-1,,,
17-03-2020 03:25,b'Maybe I should sprint. I haven\xe2\x80\x99t in SO LONG',Maybe should sprint haven LONG,0,0,,0,,,
17-03-2020 03:25,"b'Halfway there, sprinters! Only 15 minutes remaining in the sprint.\n\nKeep it up! #writerlift #writingsprints'",Halfway there sprinters Only minutes remaining sprint nKeep writerlift writingsprints,-0.3,0.5,,-0.15,,,
17-03-2020 03:24,b'RT @MonteSparkman: If you don\xe2\x80\x99t do anything else over this time away - SPRINT!!!!!!! https://t.co/L35DFThQE6',anything else over this time away SPRINT https DFThQE,0,0,,0,,,
17-03-2020 03:24,"b'RT @JessePagan_: All four major U.S. phone carriers (@ATT, @sprint, @TMobile, @verizon) have signed the ""Keep Americans Connected Pledge,""\xe2\x80\xa6'",four major phone carriers have signed Keep Americans Connected Pledge,-0.4,0.6,,-0.24,,,
17-03-2020 03:24,"b'RT @AuroraCarterr: If you have T-Mobile, Sprint, Metro PCS, Boost Mobile... call them! They\xe2\x80\x99re covering phone bills for the next two months\xe2\x80\xa6'",have Mobile Sprint Metro Boost Mobile call them They covering phone bills next months,0,0,,0,,,
17-03-2020 03:24,"b""RT @aaronecarroll: Don't let horse race reporting confuse you. Know what to expect. Prepare for it. Know that these actions are part of a m\xe2\x80\xa6""",horse race reporting confuse Know what expect Prepare Know that these actions part,0,0,,0,,,
17-03-2020 03:28,b'RT @MonteSparkman: If you don\xe2\x80\x99t do anything else over this time away - SPRINT!!!!!!! https://t.co/L35DFThQE6',anything else over this time away SPRINT https DFThQE,0,0,,0,,,
17-03-2020 17:34,b'The @Sprint team is working around the clock to take care of customers impacted by #COVID19. Follow the @Sprint blo\xe2\x80\xa6 https://t.co/y8fjL8YWA0',team working around clock take care customers impacted COVID Follow https,0.8,0.75,,0.6,,,
17-03-2020 17:31,b'RT @tracySprint: The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of @Sprint\xe2\x80\xa6',health safety SprintFam customers priority temporarily close approx,0,0,,0,,,
17-03-2020 17:30,b'RT @tracySprint: The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of @Sprint\xe2\x80\xa6',health safety SprintFam customers priority temporarily close approx,0.1,0.7,,0.07,,,
17-03-2020 17:29,b'@sprint metro and T-Mobile are getting 2 free months! Are y\xe2\x80\x99all doing anything to help us out a bit?',metro Mobile getting free months doing anything help,0,0,,0,,,
17-03-2020 17:29,"b""@Lee_in_Iowa @OFemmeFataleZ @sprint I've been having problems with @sprint texts not sending for days now. Tried up\xe2\x80\xa6 https://t.co/hAYVZl86uz""",been having problems with texts sending days Tried https hAYVZl,0,0,,0,,,
17-03-2020 17:28,b'RT @tracySprint: The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of @Sprint\xe2\x80\xa6',health safety SprintFam customers priority temporarily close approx,0,0,,0,,,
17-03-2020 17:28,b'@sprintnews @sprint Ha! I am still paying 200 dollars per billing cycle for 1 single iPhone 11. No help from Sprint.',still paying dollars billing cycle single iPhone help from Sprint,0.333333333,0.366666667,,0.122222222,,,
17-03-2020 17:27,b'Aite @sprint .. what\xe2\x80\x99s the tea sis https://t.co/yvq4y51hJw',Aite what https,0,0,,0,,,
17-03-2020 17:27,b'RT @tracySprint: The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of @Sprint\xe2\x80\xa6',health safety SprintFam customers priority temporarily close approx,0.7,0.6,,0.42,,,
17-03-2020 17:25,b'RT @tracySprint: The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of @Sprint\xe2\x80\xa6',health safety SprintFam customers priority temporarily close approx,0,0,,0,,,
17-03-2020 17:24,b'The health &amp; safety of our #SprintFam and customers is our top priority and we\xe2\x80\x99ll temporarily close approx. 71% of\xe2\x80\xa6 https://t.co/hNKCZz864j',health safety SprintFam customers priority temporarily close approx https hNKCZz,-0.8,1,,-0.8,,,
17-03-2020 17:24,"b'RT @tracySprint: Our top priority is to keep @Sprint customers, employees and communities safe \xf0\x9f\x92\x9b'",priority keep customers employees communities safe,0,0,,0,,,
17-03-2020 17:22,b'@ShawnHair3 @ATT @verizon @TMobile @sprint @Xfinity There should be sanitation on devices before touching them. But\xe2\x80\xa6 https://t.co/45eTM3MoUO',There should sanitation devices before touching them https MoUO,0.1875,0.4375,,0.08203125,,,
17-03-2020 17:21,b'Lol my phone hasn\xe2\x80\x99t worked for three months and @sprint  insisted it was my phone (brand new) and that I broke it o\xe2\x80\xa6 https://t.co/e8aSH4TDd8',phone hasn worked three months insisted phone brand that broke https,0.166666667,0.5,,0.083333333,,,
